raw_file_name,raw_file_type,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_25_S32-D89_A_Rg70to1050-CE102040-soil-S1_Run20.raw,sample,nmdc:bsm-11-dq9ezy55,S32_A_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_51_S40-D89_C_Rg80to1200-CE102040-soil-S1_Run226.raw,sample,nmdc:bsm-11-m01vy390,S40_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_50_S40-D89_B_Rg70to1050-CE205060-soil-S1_Run141.raw,sample,nmdc:bsm-11-ekqspq89,S40_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_22_S17-D89_A_Rg70to1050-CE102040-soil-S1_Run72.raw,sample,nmdc:bsm-11-44xrre38,S17_A_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_1_S16-D30_A_Rg80to1200-CE102040-soil-S1_Run80.raw,sample,nmdc:bsm-11-bspxw403,S16_A_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_12_S16-D45_C_Rg80to1200-CE102040-soil-S1_Run202.raw,sample,nmdc:bsm-11-e7ztgg08,S16_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_14_S17-D45_B_Rg80to1200-CE205060-soil-S1_Run100.raw,sample,nmdc:bsm-11-jmxr0p77,S17_B_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_42_S40-D45_C_Rg80to1200-CE102040-soil-S1_Run192.raw,sample,nmdc:bsm-11-xh9qrs70,S40_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_44_S53-D45_B_Rg70to1050-CE205060-soil-S1_Run95.raw,sample,nmdc:bsm-11-ksnxcm30,S53_B_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_12_S16-D45_C_Rg80to1200-CE102040-soil-S1_Run203.raw,sample,nmdc:bsm-11-e7ztgg08,S16_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_49_S40-D89_A_Rg80to1200-CE102040-soil-S1_Run33.raw,sample,nmdc:bsm-11-gkkhv091,S40_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_25_S32-D89_A_Rg80to1200-CE102040-soil-S1_Run21.raw,sample,nmdc:bsm-11-dq9ezy55,S32_A_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_3_S16-D30_C_Rg70to1050-CE102040-soil-S1_Run194.raw,sample,nmdc:bsm-11-pqw2sg11,S16_C_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_48_S29-D89_C_Rg70to1050-CE102040-soil-S1_Run190.raw,sample,nmdc:bsm-11-p27p6894,S29_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_34_S53-D30_A_Rg80to1200-CE102040-soil-S1_Run71.raw,sample,nmdc:bsm-11-k0kvye53,S53_A_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_45_S53-D45_C_Rg70to1050-CE102040-soil-S1_Run207.raw,sample,nmdc:bsm-11-8eq0ee41,S53_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_19_S16-D89_A_Rg70to1050-CE102040-soil-S1_Run84.raw,sample,nmdc:bsm-11-8kc4dg60,S16_A_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_47_S29-D89_B_Rg70to1050-CE205060-soil-S1_Run115.raw,sample,nmdc:bsm-11-62qeyh21,S29_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_2_S16-D30_B_Rg80to1200-CE205060-soil-S1_Run159.raw,sample,nmdc:bsm-11-b093gn20,S16_B_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_49_S40-D89_A_Rg70to1050-CE102040-soil-S1_Run32.raw,sample,nmdc:bsm-11-gkkhv091,S40_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_2_S16-D30_B_Rg80to1200-CE205060-soil-S1_Run158.raw,sample,nmdc:bsm-11-b093gn20,S16_B_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_30_S29-D30_C_Rg70to1050-CE102040-soil-S1_Run181.raw,sample,nmdc:bsm-11-ct6ede57,S29_C_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_21_S16-D89_C_Rg80to1200-CE102040-soil-S1_Run220.raw,sample,nmdc:bsm-11-5d48pv16,S16_C_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_46_S29-D89_A_Rg70to1050-CE102040-soil-S1_Run74.raw,sample,nmdc:bsm-11-vpqnkr76,S29_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_18_S32-D45_C_Rg80to1200-CE102040-soil-S1_Run235.raw,sample,nmdc:bsm-11-frvbjc93,S32_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_45_S53-D45_C_Rg80to1200-CE102040-soil-S1_Run211.raw,sample,nmdc:bsm-11-8eq0ee41,S53_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_24_S17-D89_C_Rg70to1050-CE102040-soil-S1_Run185.raw,sample,nmdc:bsm-11-548sqg02,S17_C_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_51_S40-D89_C_Rg70to1050-CE102040-soil-S1_Run222.raw,sample,nmdc:bsm-11-m01vy390,S40_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_32_S40-D30_B_Rg70to1050-CE205060-soil-S1_Run86.raw,sample,nmdc:bsm-11-d497zd30,S40_B_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_45_S53-D45_C_Rg70to1050-CE102040-soil-S1_Run206.raw,sample,nmdc:bsm-11-8eq0ee41,S53_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_5_S17-D30_B_Rg80to1200-CE205060-soil-S1_Run103.raw,sample,nmdc:bsm-11-m6dyp824,S17_B_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_38_S29-D45_B_Rg80to1200-CE205060-soil-S1_Run92.raw,sample,nmdc:bsm-11-47981f15,S29_B_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_29_S29-D30_B_Rg80to1200-CE205060-soil-S1_Run109.raw,sample,nmdc:bsm-11-w9bg3c13,S29_B_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_53_S53-D89_B_Rg80to1200-CE205060-soil-S1_Run156.raw,sample,nmdc:bsm-11-hpc0y385,S53_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_31_S40-D30_A_Rg70to1050-CE102040-soil-S1_Run17.raw,sample,nmdc:bsm-11-085vbj75,S40_A_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_15_S17-D45_C_Rg70to1050-CE102040-soil-S1_Run163.raw,sample,nmdc:bsm-11-jxezhe49,S17_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_11_S16-D45_B_Rg70to1050-CE205060-soil-S1_Run127.raw,sample,nmdc:bsm-11-t2ner660,S16_B_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_41_S40-D45_B_Rg80to1200-CE205060-soil-S1_Run142.raw,sample,nmdc:bsm-11-1d28pq90,S40_B_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_53_S53-D89_B_Rg70to1050-CE205060-soil-S1_Run152.raw,sample,nmdc:bsm-11-hpc0y385,S53_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_43_S53-D45_A_Rg70to1050-CE102040-soil-S1_Run23.raw,sample,nmdc:bsm-11-s9pzk442,S53_A_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_20_S16-D89_B_Rg80to1200-CE205060-soil-S1_Run120.raw,sample,nmdc:bsm-11-apaqh958,S16_B_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_35_S53-D30_B_Rg80to1200-CE205060-soil-S1_Run127.raw,sample,nmdc:bsm-11-1t3pb707,S53_B_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_54_S53-D89_C_Rg80to1200-CE102040-soil-S1_Run206.raw,sample,nmdc:bsm-11-36k9py90,S53_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_10_S16-D45_A_Rg80to1200-CE102040-soil-S1_Run53.raw,sample,nmdc:bsm-11-qn720m46,S16_A_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run76.raw,sample,nmdc:bsm-11-vpqnkr76,S29_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run195.raw,sample,nmdc:bsm-11-p27p6894,S29_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_15_S17-D45_C_Rg80to1200-CE102040-soil-S1_Run168.raw,sample,nmdc:bsm-11-jxezhe49,S17_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_8_S32-D30_B_Rg70to1050-CE205060-soil-S1_Run112.raw,sample,nmdc:bsm-11-8kd7tk20,S32_B_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_46_S29-D89_A_Rg80to1200-CE102040-soil-S1_Run77.raw,sample,nmdc:bsm-11-vpqnkr76,S29_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_23_S17-D89_B_Rg80to1200-CE205060-soil-S1_Run148.raw,sample,nmdc:bsm-11-3ywmq490,S17_B_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_36_S53-D30_C_Rg80to1200-CE102040-soil-S1_Run218.raw,sample,nmdc:bsm-11-k8xjhe51,S53_C_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_35_S53-D30_B_Rg70to1050-CE205060-soil-S1_Run123.raw,sample,nmdc:bsm-11-1t3pb707,S53_B_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_7_S32-D30_A_Rg80to1200-CE102040-soil-S1_Run39.raw,sample,nmdc:bsm-11-djeh8w09,S32_A_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_15_S17-D45_C_Rg70to1050-CE102040-soil-S1_Run164.raw,sample,nmdc:bsm-11-jxezhe49,S17_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_21_S16-D89_C_Rg80to1200-CE102040-soil-S1_Run221.raw,sample,nmdc:bsm-11-5d48pv16,S16_C_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_11_S16-D45_B_Rg80to1200-CE205060-soil-S1_Run130.raw,sample,nmdc:bsm-11-t2ner660,S16_B_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_9_S32-D30_C_Rg70to1050-CE102040-soil-S1_Run179.raw,sample,nmdc:bsm-11-xzah9h77,S32_C_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_16_S32-D45_A_Rg80to1200-CE102040-soil-S1_Run30.raw,sample,nmdc:bsm-11-pmz6mf62,S32_A_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_33_S40-D30_C_Rg70to1050-CE102040-soil-S1_Run228.raw,sample,nmdc:bsm-11-0fntz079,S40_C_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_3_S16-D30_C_Rg80to1200-CE102040-soil-S1_Run198.raw,sample,nmdc:bsm-11-pqw2sg11,S16_C_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_47_S29-D89_B_Rg80to1200-CE205060-soil-S1_Run117.raw,sample,nmdc:bsm-11-62qeyh21,S29_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_52_S53-D89_A_Rg70to1050-CE102040-soil-S1_Run66.raw,sample,nmdc:bsm-11-5ktpn654,S53_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_14_S17-D45_B_Rg80to1200-CE205060-soil-S1_Run101.raw,sample,nmdc:bsm-11-jmxr0p77,S17_B_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_39_S29-D45_C_Rg70to1050-CE102040-soil-S1_Run176.raw,sample,nmdc:bsm-11-c351j824,S29_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_13_S17-D45_A_Rg70to1050-CE102040-soil-S1_Run44.raw,sample,nmdc:bsm-11-pdcjjc38,S17_A_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_27_S32-D89_C_Rg80to1200-CE102040-soil-S1_Run171.raw,sample,nmdc:bsm-11-qnnjrr65,S32_C_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_9_S32-D30_C_Rg80to1200-CE102040-soil-S1_Run182.raw,sample,nmdc:bsm-11-xzah9h77,S32_C_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_16_S32-D45_A_Rg70to1050-CE102040-soil-S1_Run29.raw,sample,nmdc:bsm-11-pmz6mf62,S32_A_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_41_S40-D45_B_Rg70to1050-CE205060-soil-S1_Run138.raw,sample,nmdc:bsm-11-1d28pq90,S40_B_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_34_S53-D30_A_Rg70to1050-CE102040-soil-S1_Run68.raw,sample,nmdc:bsm-11-k0kvye53,S53_A_D30 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_46_S29-D89_A_Rg70to1050-CE102040-soil-S1_Run75.raw,sample,nmdc:bsm-11-vpqnkr76,S29_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_18_S32-D45_C_Rg70to1050-CE102040-soil-S1_Run230.raw,sample,nmdc:bsm-11-frvbjc93,S32_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_50_S40-D89_B_Rg80to1200-CE205060-soil-S1_Run145.raw,sample,nmdc:bsm-11-ekqspq89,S40_B_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_NEG_MSMS_22_S17-D89_A_Rg80to1200-CE102040-soil-S1_Run74.raw,sample,nmdc:bsm-11-44xrre38,S17_A_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_13_S17-D45_A_Rg70to1050-CE102040-soil-S1_Run43.raw,sample,nmdc:bsm-11-pdcjjc38,S17_A_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_27_S32-D89_C_Rg70to1050-CE102040-soil-S1_Run167.raw,sample,nmdc:bsm-11-qnnjrr65,S32_C_D89 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_12_S16-D45_C_Rg70to1050-CE102040-soil-S1_Run197.raw,sample,nmdc:bsm-11-e7ztgg08,S16_C_D45 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_48_S29-D89_C_Rg80to1200-CE102040-soil-S1_Run194.raw,sample,nmdc:bsm-11-p27p6894,S29_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_NEG_MSMS_42_S40-D45_C_Rg70to1050-CE102040-soil-S1_Run188.raw,sample,nmdc:bsm-11-xh9qrs70,S40_C_D45 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_52_S53-D89_A_Rg70to1050-CE102040-soil-S1_Run65.raw,sample,nmdc:bsm-11-5ktpn654,S53_A_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210915_JGI-AK_MK_506588_SoilWaterRep_final_QE-HF_C18_USDAY63680_POS_MSMS_7_S32-D30_A_Rg80to1200-CE102040-soil-S1_Run38.raw,sample,nmdc:bsm-11-djeh8w09,S32_A_D30 hydrophilic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
20210819_JGI-AK_MK_506588_SoilWaterRep_final_QE-139_HILICZ_USHXG01490_POS_MSMS_51_S40-D89_C_Rg70to1050-CE102040-soil-S1_Run221.raw,sample,nmdc:bsm-11-m01vy390,S40_C_D89 hydrophobic,high,ProcessedSample2_metabolomics_extraction,metabolomics_extraction
